id,own,competing1,competing3,borrowertype,accepted,default,profit
114861,,.094113559,.18539999,0,0,0,
114862,,.27214816,.30377957,0,0,0,
114863,,.40000001,.26269999,0,0,0,
114864,,,,1,0,0,
114865,,.40000001,.23322262,0,0,0,
114866,.042482723,.001376825,.0015301817,0,0,0,
114867,,.18302053,.22591497,2,0,0,
114868,,.40000001,.40133217,1,0,0,
114869,.04482143,.012,,0,0,0,
114870,,0,,2,0,0,
114871,,.42199999,.61937636,1,0,0,
114872,,.3737525,,0,0,0,
114873,,.033144023,.44317329,0,0,0,
114874,,.40000001,,2,0,0,
114875,,.13131167,.10229874,1,0,0,
114876,,.073272511,,0,0,0,
114877,.068321258,.1490819,.094999999,0,1,0,683.21259
114878,,.093306854,.077,3,0,0,
114879,,.13581578,.20784192,0,0,0,
114880,,.071470343,,0,0,0,
114881,,.19509521,.27703187,0,0,1,
114882,,.324,.0792,0,0,0,
114883,,1,.27260274,2,0,0,
114884,,.243,.20401867,0,0,0,
114885,,.75855744,,3,0,1,
114886,,.01826868,.043989982,0,0,0,
114887,,.40000001,.3003,0,0,0,
114888,,.62668246,.29679999,0,0,1,
114889,,.44400001,.39697108,0,0,0,
114890,,.10987921,,0,0,0,
114891,.07225664,.40000001,.22079465,0,1,0,722.56641
114892,,.25,.116,0,0,0,
114893,,.19,.20010278,0,0,0,
114894,,.094785646,.050869241,0,0,0,
114895,,.13915515,,0,0,0,
114896,,.082000002,.054930784,0,0,0,
114897,,.101,,2,0,0,
114898,,1,.63920838,0,0,1,
114899,,.40000001,.31882477,1,0,0,
114900,,.40000001,.25470001,0,0,1,
114901,,.74061233,.52276874,2,0,0,
114902,,.04905295,.28767398,0,0,0,
114903,.057478741,.19444729,.085677832,0,1,0,574.78741
114904,,1,.72028416,0,0,0,
114905,,.089535654,.2307,0,0,1,
114906,,.23403424,.2094,0,0,0,
114907,.047541741,.050000001,.118,0,1,0,475.41742
114908,.079016574,.047423825,.11389092,0,0,0,
114909,,.38999999,.36442757,2,0,0,
114910,.043831345,.0092310822,.124,0,0,0,
114911,.065757461,.026000001,.2565949,1,0,0,
114912,.046817541,.0090990346,.0083430232,0,0,0,
114913,,,.4628,0,0,0,
114914,.044989143,.054240067,,0,1,0,449.89142
114915,,.40000001,.29657561,0,0,0,
114916,,,.46184489,0,0,0,
114917,,.35272327,.2244,0,0,0,
114918,,.21650149,,0,0,1,
114919,,.029999999,.10532274,3,0,0,
114920,,,,0,0,1,
114921,,.04195505,.27975094,0,0,0,
114922,,.14720003,,0,0,0,
114923,,,.46266174,2,0,0,
114924,,.0019661146,,0,0,1,
114925,,.72868913,,0,0,0,
114926,.04602585,.13731712,.074299999,2,1,0,460.25848
114927,,.18302053,.114,0,0,0,
114928,,.22403423,.2732898,0,0,0,
114929,,.38999999,.4264144,0,0,1,
114930,,.227,.19069009,0,0,1,
114931,,.30000001,.28442347,0,0,0,
114932,,.2,,0,0,0,
114933,,.11215568,,0,0,0,
114934,.044414066,.02,,2,0,0,
114935,,.40000001,,1,0,1,
114936,,.40000001,.16902132,0,0,0,
114937,,.40000001,.28745791,3,0,0,
114938,,.40000001,.39822808,3,0,1,
114939,,.37561682,.42298394,3,0,0,
114940,,.40000001,.2068,0,0,1,
114941,,.078323647,.30964169,2,0,0,
114942,,.19302052,.1709,0,0,0,
114943,.040912811,.075000003,.096846633,0,1,0,409.12811
114944,,,,0,0,1,
114945,.051529627,.002991545,.099053822,0,0,0,
114946,.039999999,0,2.5713042e-08,1,0,0,
114947,.079605326,.14619891,,0,1,0,796.05328
114948,,.40000001,.55923182,0,0,1,
114949,,.36000001,.3995961,1,0,0,
114950,,.093306854,.2692143,0,0,0,
114951,,.38695186,,0,0,0,
114952,,.40000001,.25338763,3,0,0,
114953,.046661191,.079999998,,2,1,0,466.61191
114954,,.41999999,,0,0,0,
114955,,,,0,0,0,
114956,.039999999,3.7184901e-32,.043099999,1,0,0,
114957,,.22351426,.28361917,1,0,0,
114958,,.134,.28240001,0,0,0,
114959,,.22351426,,2,0,0,
114960,,,.5090493,2,0,0,
114961,,.285,.44937497,0,0,0,
114962,,,.68091375,0,0,1,
114963,,.44,.42075196,0,0,0,
114964,,.27000001,.3063643,0,0,0,
114965,,.13867764,,2,0,0,
114966,,.40000001,.111,2,0,0,
114967,.051878911,.039999999,.14527281,0,0,0,
114968,,.29756987,.27996969,2,0,0,
114969,,.40000001,,3,0,0,
114970,,.22,,0,0,0,
114971,,.22351426,,0,0,0,
114972,,.32993549,.1825,0,0,0,
114973,,.8501209,,1,0,0,
114974,.041199896,.0020405946,.090150811,0,0,0,
114975,.050396349,.093051746,.024113977,0,0,0,
114976,,.22,,0,0,0,
114977,.042017344,.0089999996,.1675,2,0,0,
114978,.058479235,.039999999,.098002031,0,0,0,
114979,,.2,.32233265,0,0,0,
114980,,.12431829,.24916272,3,0,0,
114981,,.38999999,,0,0,0,
114982,,.075000003,.1612,2,0,0,
114983,.087484427,.19182327,.23315594,2,1,0,874.84424
114984,,.30272841,.43198097,0,0,0,
114985,,.56999999,,3,0,0,
114986,,.039214693,,0,0,0,
114987,.051946759,.055094499,.044443596,0,0,0,
114988,.085083961,.17364638,.13727865,0,1,0,850.8396
114989,,.40000001,.21718173,0,0,0,
114990,,.28477958,.23918121,0,0,0,
114991,,.074784562,.30534604,1,0,0,
114992,,.15908191,,0,0,0,
114993,,.16331579,.30805838,0,0,0,
114994,.086233199,.13841777,.17065871,2,1,0,862.33197
114995,,.2,.24520165,1,0,0,
114996,,.44800001,,3,0,0,
114997,,.27000001,,0,0,0,
114998,,.25999999,.55821955,2,0,0,
114999,,.37091455,.28029659,0,0,0,
115000,,0,.95328993,0,0,0,
115001,,.42386386,,0,0,0,
115002,.041885763,.019898182,.00052720873,0,0,0,
115003,.082938112,.089885853,.062402144,0,0,0,
115004,.040099762,.075000003,.047002316,0,1,0,400.99762
115005,,.132,.22499999,3,0,1,
115006,,.28,.22445209,0,0,0,
115007,.047357105,.075000003,.102,3,1,0,473.57104
115008,.052680034,.28214818,,2,1,0,526.80035
115009,,.38977534,.55246037,0,0,1,
115010,.04387369,.064924687,.043842345,0,0,0,
115011,,.62135834,.19283602,0,0,0,
115012,,.40000001,.16331841,0,0,0,
115013,,.30000001,,1,0,0,
115014,,,.43044218,0,0,0,
115015,,.053451028,.19305746,0,0,0,
115016,,.19937368,.15421642,0,0,0,
115017,,.17,.30270928,2,0,0,
115018,,,,2,0,1,
115019,,.079999998,,1,0,0,
115020,,.12,.17631786,0,0,0,
115021,,.56,,0,0,0,
115022,,1,,3,0,1,
115023,,.53200001,.2599,0,0,0,
115024,,.18302053,,0,0,0,
115025,,.23403424,.20087552,0,0,0,
115026,,.18302053,.34229949,0,0,0,
115027,,.37091455,,3,0,0,
115028,,.40000001,,0,0,0,
115029,,.23403424,,1,0,0,
115030,,.301,.127,2,0,0,
115031,,.13701564,.2263,0,0,0,
115032,.043289129,.075000003,2.2204460e-16,0,0,0,
115033,,.25228664,,0,0,0,
115034,,.093046084,,1,0,1,
115035,,.40430439,.37991947,0,0,1,
115036,,.12867099,.19032498,3,0,0,
115037,.077605531,.040109184,.086024463,0,0,0,
115038,,.40000001,.071999997,0,0,0,
115039,,.24599369,.31623533,0,0,1,
115040,,.061000001,.2396,0,0,0,
115041,,.1490819,.5866729,0,0,0,
115042,,.27214816,.18700852,0,0,0,
115043,.058319308,.30000001,.24848633,1,1,0,583.19305
115044,.040020689,0,.000055011482,0,0,0,
115045,,0,.31599033,0,0,0,
115046,,.49286649,.2712,0,0,0,
115047,,.22,.46571022,2,0,0,
115048,,.42638531,.3459,0,0,0,
115049,,.18302053,.55047905,2,0,0,
115050,.041573901,.07758034,.11370351,0,1,0,415.73901
115051,,.40000001,.39806351,1,0,0,
115052,,.28,.26616669,0,0,0,
115053,.050779734,.055474047,.011659437,0,0,0,
115054,,.32333663,.19342716,0,0,0,
115055,,.43000001,,0,0,0,
115056,,.22671644,.21461804,0,0,1,
115057,,.23,,0,0,1,
115058,,.264,.34683296,2,0,0,
115059,,.12333779,.074435093,0,0,0,
115060,,1,,0,0,1,
115061,,.11506945,.29170305,0,0,0,
115062,,,,0,0,0,
115063,,.28,,0,0,0,
115064,,.13110107,.19077528,0,0,0,
115065,.040704798,.000236219,.17861274,0,0,0,
115066,,.22,.30761352,0,0,0,
115067,,.36000001,,1,0,0,
115068,.075613588,.13,,0,1,0,756.13586
115069,,.229,.28315347,0,0,1,
115070,,.2937631,.15391803,0,0,0,
115071,,.29849008,.24038923,0,0,0,
115072,,.12,.13388918,0,0,0,
115073,,.184,.19437236,0,0,0,
115074,.049885292,.16597754,.1212,2,1,0,498.85291
115075,,.40000001,,0,0,1,
115076,,.46900001,.27079999,2,0,0,
115077,,.098165073,.3585,0,0,0,
115078,.045706812,.075000003,.1277,0,1,0,457.06812
115079,,.24699999,,0,0,0,
115080,,.40000001,.30085373,2,0,0,
115081,,.45662978,,0,0,0,
115082,,.25,.51311815,0,0,0,
115083,,.10991704,.25549516,0,0,0,
115084,.04372282,.02,.090000004,0,0,0,
115085,,.57999998,,0,0,0,
115086,,.18000001,.27023166,0,0,0,
115087,,.068064526,.1594948,0,0,0,
115088,.072709695,.068683296,.015198386,1,0,0,
115089,,.15908191,.54958987,0,0,0,
115090,.040078018,.037330575,.044729248,1,0,0,
115091,,.080378987,.17067878,0,0,0,
115092,,.24973309,.37008345,0,0,0,
115093,,0,,0,0,1,
115094,.074434146,.28799999,.23892802,0,1,0,744.34149
115095,,.21351427,.19104145,0,0,0,
115096,,.1490819,.098999999,1,0,0,
115097,,.2,,0,0,0,
115098,,,.32274178,0,0,1,
115099,.05298163,.030254263,.041415516,0,0,0,
115100,,.40000001,.23595099,0,0,1,
115101,,.67153394,.28390139,0,0,1,
115102,,.18222225,.30917981,3,0,1,
115103,,.86309797,,0,0,0,
115104,,.34099999,.18328153,0,0,0,
115105,,1,.51922411,1,0,0,
115106,,.34255922,.54365677,0,0,0,
115107,.042188991,.083306856,.17066053,1,1,0,421.88992
115108,,.8658042,.24442843,0,0,0,
115109,,.40000001,.19130489,0,0,0,
115110,,0,.16101679,2,0,1,
115111,,.40000001,.2665,0,0,0,
115112,.044460062,.0040000002,.14579999,0,0,0,
115113,.084514417,.003,.22862424,3,0,0,
115114,,.11570173,.60063034,3,0,0,
115115,.073059775,,.28431442,3,1,1,-10000
115116,,.12554343,.1591,0,0,0,
115117,,.40000001,.5024392,0,0,0,
115118,,.035010405,.126,0,0,1,
115119,,.053805813,.17640597,0,0,0,
115120,,.12251338,.1613,0,0,0,
115121,.070151001,.054000001,.20571056,0,0,0,
115122,,.40000001,.27590001,0,0,0,
115123,,.22351426,.17576416,0,0,0,
115124,,.28,.33338454,0,0,0,
115125,,.070586242,,0,0,0,
115126,,.048127372,.17309999,0,0,0,
115127,,.36000001,.33811018,1,0,0,
115128,,.40000001,.1894,0,0,0,
115129,.082573809,.095066853,.19891591,0,1,0,825.7381
115130,,0,.30046535,0,0,1,
115131,,.13434385,.18787512,0,0,1,
115132,.057212397,.095848255,.24126646,1,1,0,572.12396
115133,.051841211,.12333779,,0,1,0,518.41211
115134,,.080959029,.24325079,0,0,0,
115135,,.15000001,,0,0,0,
115136,,.27214816,.2929,3,0,0,
115137,.043371156,.10542762,.022922197,0,0,0,
115138,,.28267354,.23375989,2,0,0,
115139,,.1490819,.24798687,1,0,0,
115140,.039999999,.02,.02,0,0,0,
115141,,.34336349,.4351294,0,0,0,
115142,,,.41453663,0,0,0,
115143,,.233,.46823969,2,0,0,
115144,.040211324,.029999999,.1946,0,0,0,
115145,,.40000001,,2,0,1,
115146,.058008209,.070481181,.073757477,3,0,0,
115147,,.13698408,,0,0,0,
115148,,.454,.51389968,0,0,1,
115149,,,.4754,0,0,0,
115150,,,.9873668,2,0,1,
115151,,.40000001,,0,0,1,
115152,.086887769,.056071442,.14269683,0,0,0,
115153,.062484693,.050999999,,0,0,1,
115154,,.20999999,.27893507,0,0,0,
115155,,.3925522,.46799999,3,0,1,
115156,,.32687801,.30949166,0,0,0,
115157,.092206232,.2,.17043452,1,1,0,922.06232
115158,,.40000001,.2341,0,0,0,
115159,,.28214818,.23718679,0,0,0,
115160,,.34599999,.22773932,0,0,0,
115161,.052324396,.090000004,.061875168,1,1,0,523.24396
115162,,.12333779,.18812239,0,0,0,
115163,,.597,.33522558,0,0,1,
115164,,.058340047,.23389705,3,0,0,
115165,,.06934692,,1,0,1,
115166,,.36420196,.7617296,0,0,0,
115167,,.52771366,,0,0,1,
115168,,.38,.38309327,0,0,0,
115169,,.40000001,.54502857,0,0,0,
115170,,.40000001,.2865549,0,0,0,
115171,,,.31309938,3,0,1,
115172,.073655881,.027046703,,1,0,1,
115173,,.459582,.28202918,2,0,0,
115174,,,,2,0,0,
115175,.062853403,.092349857,,3,1,0,628.53406
115176,.040017545,.02,.32793331,2,0,0,
115177,,.40000001,.14937834,0,0,1,
115178,,.20406941,.26636031,0,0,0,
115179,,.43000001,.1655024,0,0,1,
115180,,.10129162,.19326545,0,0,0,
115181,,.491,.18619999,0,0,0,
115182,,.61014003,,2,0,1,
115183,,.40000001,.1866,0,0,1,
115184,.057066694,.21829158,.12107117,2,1,0,570.66693
115185,,0,.47510001,1,0,0,
115186,,.25682846,.20797054,0,0,0,
115187,.074821971,.30000001,.27238712,0,1,0,748.21973
115188,,.32756519,.90618896,0,0,0,
115189,,.084199764,.2075,3,0,0,
115190,.042557333,.075000003,,1,1,0,425.57333
115191,,.0017932463,.19553915,0,0,1,
115192,,.60733497,.28184927,0,0,1,
115193,,.31650215,.41178703,3,0,1,
115194,,.69099998,,0,0,0,
115195,,.40255219,,0,0,0,
115196,.0814097,.107,.11294713,0,1,0,814.09698
115197,,.061758034,.39691794,0,0,0,
115198,,.18302053,.23990315,2,0,0,
115199,,.15908191,.29629999,1,0,0,
115200,,.31999999,.25032553,0,0,1,
115201,,,,0,0,0,
115202,,.2,.12205484,0,0,0,
115203,.040024661,.02,.12980001,0,0,0,
115204,.069746874,.12,.15973982,3,1,0,697.46875
115205,,.40000001,,1,0,0,
115206,,.15908191,,1,0,0,
115207,,.40000001,.16541097,3,0,0,
115208,.088770986,.40000001,.23462997,0,1,0,887.70984
115209,,.27214816,,0,0,0,
115210,,.38,,0,0,0,
115211,,.15908191,,2,0,1,
115212,,.36098939,.49118057,1,0,0,
115213,,1,.68800479,1,0,1,
115214,.050342005,.026541827,.1503464,0,0,0,
115215,,.40000001,.16963001,0,0,1,
115216,,.30000001,.1719,0,0,0,
115217,.076697834,.13,.2025,0,1,0,766.97833
115218,,.27000001,,0,0,0,
115219,.057878051,.067551732,.2427,2,1,0,578.78052
115220,,.18302053,,0,0,1,
115221,,.22351426,.23895717,0,0,0,
115222,,.28299999,,1,0,0,
115223,,1,.43200001,1,0,0,
115224,,.40000001,.17640001,3,0,0,
115225,,.40000001,.43049625,0,0,0,
115226,,0,.33638963,0,0,1,
115227,,.28,.2991223,3,0,0,
115228,.069248617,.0060017081,.13779999,2,0,0,
115229,,.48369685,.26964626,0,0,0,
115230,.057849921,.17628878,.084004194,0,1,0,578.49921
115231,,.40000001,,0,0,0,
115232,,.15908191,.35785493,0,0,0,
115233,,.11574372,,0,0,0,
115234,,.27214816,,0,0,0,
115235,,.42602059,,1,0,0,
115236,,.58167744,.30616784,3,0,0,
115237,.065595329,.022118028,.0042150239,0,0,0,
115238,,,.86078513,0,0,1,
115239,.049533892,.19,.27437285,0,1,0,495.33893
115240,,.35499999,.12800001,0,0,0,
115241,,.18000001,.2756449,0,0,0,
115242,,.57200003,.115,0,0,0,
115243,,.012,.059900995,0,0,0,
115244,,.30399999,,3,0,0,
115245,,0,,0,0,1,
115246,,.24642353,.30609405,2,0,0,
115247,,.82812715,,1,0,0,
115248,,.15908191,.1611388,2,0,0,
115249,,.40000001,.19897555,3,0,0,
115250,,.24258256,,2,0,1,
115251,.059166044,.21351427,.1832,0,1,0,591.66046
115252,,.27868021,.057999998,0,0,0,
115253,.08677461,.093306854,.090400003,3,0,0,
115254,,.30445975,.4860208,0,0,0,
115255,,.18841557,.17326598,1,0,0,
115256,,,,0,0,0,
115257,,.41440046,.53796148,3,0,0,
115258,,.050000001,.18795623,3,0,1,
115259,,.22351426,.16386817,0,0,0,
115260,.075585894,.22403423,,1,1,0,755.85895
115261,,.88999999,.50511354,1,0,1,
115262,,.4622038,.21264346,0,0,0,
115263,,.84600002,.16071165,0,0,0,
115264,,.20816311,.31432602,0,0,0,
115265,,.208,.26975083,1,0,0,
115266,,.030212229,.078118898,0,0,0,
115267,,.14469439,,0,0,0,
115268,,.26908496,.40034726,0,0,1,
115269,,.29178771,.47615644,0,0,1,
115270,,1,,0,0,1,
115271,,.40000001,.31602037,0,0,0,
115272,,.30094859,.71526164,0,0,0,
115273,,.70345759,.28058219,0,0,0,
115274,,.12301138,,0,0,0,
115275,,.033923015,.1169,0,0,0,
115276,,.1148828,.20763496,1,0,0,
115277,,.27214816,.19444385,3,0,1,
115278,,.131,.19230001,0,0,0,
115279,,.12333779,,3,0,0,
115280,.043189883,.075000003,.10446493,2,1,0,431.89883
115281,,.23,.2115,1,0,0,
115282,,.062661171,,2,0,0,
115283,,.2,.19901505,1,0,0,
115284,,.13333778,,0,0,1,
115285,,.11193725,.19887432,3,0,0,
115286,.055677913,.23,,0,1,0,556.77911
115287,,.12333779,.20068696,0,0,0,
115288,,.1370741,.18089999,0,0,0,
115289,.052509844,.077182226,.32641605,0,1,0,525.09845
115290,,.40000001,.43851712,0,0,0,
115291,,.4235121,,0,0,1,
115292,.040474363,.02,.077,0,0,0,
115293,,.40000001,,3,0,1,
115294,,.41999999,.64294988,2,0,0,
115295,,.27214816,,2,0,0,
115296,,.1023219,,2,0,1,
115297,,.31033489,,0,0,0,
115298,,1,,3,0,0,
115299,,.30000001,.47030321,0,0,1,
115300,,.76855743,.95067292,0,0,0,
115301,,.65341973,,0,0,0,
115302,,.18302053,,0,0,0,
115303,,.38,.30786374,0,0,0,
115304,,.068130687,.046813842,0,0,0,
115305,,1,,2,0,1,
115306,,,,0,0,1,
115307,,.090099774,.42139935,0,0,0,
115308,,.35497844,.137458,1,0,0,
115309,,,.2245,1,0,0,
115310,,.048731651,.30201828,3,0,0,
115311,,.18302053,.1449815,0,0,1,
115312,,.67319262,,2,0,1,
115313,.054414477,.21833304,.1087,0,1,0,544.14478
115314,,.045735803,.19506027,0,0,1,
115315,,.21351427,,0,0,0,
115316,,.35012442,.1781,0,0,0,
115317,.050366163,.066,.041246776,0,0,0,
115318,,.27214816,.26575258,0,0,0,
115319,,.16500001,.25170001,1,0,0,
115320,,.27214816,.50879383,0,0,0,
115321,.040670674,.050000001,.089900002,0,1,0,406.70676
115322,,,.53389639,0,0,0,
115323,.041812625,.003,.049230244,0,0,0,
115324,,.047899876,,0,0,0,
115325,.065949433,.23403424,.15719706,3,1,0,659.49432
115326,,.049552366,,0,0,0,
115327,,.2,,0,0,1,
115328,,.31999999,,0,0,0,
115329,,.029999999,.28803515,0,0,0,
115330,,.37326932,,0,0,1,
115331,.041702896,.031381354,.043905586,0,0,0,
115332,,.56999999,.58743733,2,0,1,
115333,.042731397,.020851573,.119,0,0,0,
115334,,.40000001,.055,0,0,0,
115335,,0,,3,0,0,
115336,,.47600001,.1123,0,0,1,
115337,,.145,.23980802,0,0,0,
115338,,,.41803882,0,0,0,
115339,,.15483172,.29533321,1,0,0,
115340,,.40000001,.21503265,0,0,1,
115341,,.40000001,,2,0,1,
115342,.053026102,.075000003,.24548335,3,1,0,530.26105
115343,,.38088271,.43452269,0,0,0,
115344,,.391,,1,0,1,
115345,,.1650046,.34101909,0,0,0,
115346,,.087853625,.34409901,0,0,0,
115347,,.2259607,.38084704,0,0,0,
115348,,.47901985,,1,0,0,
115349,,.40344337,.20349579,0,0,0,
115350,.039999999,.02,.1469,2,0,0,
115351,.065642923,.12333779,.062564887,1,0,0,
115352,.084632367,.64899999,.28509748,0,1,0,846.32367
115353,.063964456,.093306854,.068700001,0,1,0,639.64459
115354,,.12177256,.19331747,0,0,0,
115355,.074398786,.20851447,,0,1,0,743.98785
115356,,.414,,0,0,0,
115357,.041454494,.055563115,.0003470857,0,0,0,
115358,,.40000001,.17380001,0,0,0,
115359,,.21351427,,2,0,0,
115360,,.44,,0,0,0,
115361,,.12429675,,0,0,0,
115362,,.15908191,.57283139,0,0,0,
115363,,.14989716,.38499171,0,0,0,
115364,,.17979793,,3,0,0,
115365,,.30181575,.18159805,0,0,0,
115366,,.74042636,,0,0,1,
115367,,.131,.1505,0,0,0,
115368,,.30640841,.16090786,0,0,0,
115369,.050889123,.075000003,.04394028,0,0,0,
115370,,.13333778,,2,0,0,
115371,,.30000001,.17874262,0,0,0,
115372,,.40000001,.24758565,0,0,0,
115373,,.19921781,.45861825,0,0,1,
115374,,.29498726,.29736257,0,0,0,
115375,,.88999999,,3,0,0,
115376,,.21446005,,0,0,0,
115377,,.40257609,.29609999,3,0,0,
115378,,.31418908,,1,0,1,
115379,,.28,,0,0,1,
115380,.048804406,.057086714,.075467639,0,1,0,488.04407
115381,,.30540469,,2,0,0,
115382,.044497002,.060837917,.12,2,1,0,444.97003
115383,,.44,.116,0,0,1,
115384,,.18302053,.43049514,0,0,0,
115385,,.15000001,.18376191,0,0,0,
115386,,.32757944,.4404,2,0,0,
115387,,.40000001,.22693384,0,0,1,
115388,.089390174,.30000001,.35128304,0,1,0,893.90173
115389,.042612553,.050000001,.02,0,0,0,
115390,,.40000001,.2688235,0,0,1,
115391,,.31999999,,0,0,0,
115392,.05997736,.22403423,,0,1,0,599.77362
115393,,.052759927,.109,1,0,0,
115394,,,,0,0,1,
115395,,.20999999,,0,0,0,
115396,.059912056,.014231626,.051513799,0,0,0,
115397,,.40000001,.31185818,0,0,1,
115398,,.053613033,.17738168,1,0,0,
115399,.075040281,.30000001,.066991158,0,0,0,
115400,,.065677464,.046266694,0,0,0,
115401,.063962713,.28214818,,0,1,0,639.62714
115402,,.53200001,.2013,0,0,0,
115403,,.24956791,.15390852,0,0,0,
115404,,.15908191,,0,0,0,
115405,,.14962795,.30360001,0,0,0,
115406,,.37013546,,0,0,0,
115407,,.093801998,.24113825,0,0,0,
115408,,.205,.20990001,0,0,0,
115409,,.34999999,,0,0,1,
115410,.068170257,.19,.25065967,0,1,0,681.70258
115411,,0,,3,0,1,
115412,.090869427,.2,,0,1,0,908.69427
115413,,.3760477,.106,1,0,0,
115414,.063223653,.12,.17194355,3,1,0,632.23651
115415,,.40000001,.26625791,0,0,0,
115416,,.33405146,.52074575,0,0,1,
115417,,.21351427,.23289999,1,0,0,
115418,,.31999999,,3,0,0,
115419,,,.34724319,0,0,0,
115420,,.14,.18756551,1,0,0,
115421,,.40000001,.31779999,3,0,0,
115422,,.41082424,.20911503,3,0,1,
115423,.040118605,0,.044195011,0,0,0,
115424,,.51285374,,2,0,0,
115425,,.38091454,.27801535,0,0,0,
115426,,.36817142,.28855628,0,0,1,
115427,.041251566,0,,0,0,0,
115428,,.35499999,.29359999,0,0,0,
115429,.091677442,.10468986,.14290117,0,1,0,916.77441
115430,,.29276615,,1,0,1,
115431,,.23,,3,0,0,
115432,,1,.46675444,1,0,0,
115433,,.31999999,.28187945,0,0,1,
115434,,.40000001,.33636957,0,0,0,
115435,,.40000001,.21922439,0,0,1,
115436,,.078516126,,2,0,0,
115437,,.49768841,,0,0,0,
115438,,.27214816,.19314623,0,0,0,
115439,,.56502253,,2,0,1,
115440,.086122856,.27214816,.25389999,0,1,0,861.22858
115441,.064255618,.25999999,.31452084,0,1,0,642.55615
115442,,.20999999,.11708063,3,0,0,
115443,.067801081,.40000001,.22643283,0,1,0,678.0108
115444,,.36244199,.27574059,0,0,0,
115445,,.40000001,,1,0,1,
115446,,.104794,,0,0,0,
115447,,.079284102,.27848336,0,0,0,
115448,,0,.6763103,3,0,0,
115449,,.34,.53890193,0,0,0,
115450,,.75855744,.42856216,0,0,0,
115451,,.38,,0,0,0,
115452,,.11947826,.032494668,0,0,0,
115453,.040964849,.02,.10057453,1,0,0,
115454,,.40000001,.29095894,0,0,1,
115455,,,,0,0,1,
115456,,,,0,0,1,
115457,,.40000001,.17992501,0,0,0,
115458,,.1761861,.36068368,0,0,0,
115459,.071495563,.27508229,.010647513,2,0,0,
115460,,.88999999,,0,0,1,
115461,,1,,0,0,1,
115462,,.34,,2,0,0,
115463,,.28,,1,0,1,
115464,,.40000001,.19846795,0,0,1,
115465,,.233,.26105776,0,0,0,
115466,,.27173698,.18617806,3,0,1,
115467,.055477735,.23403424,.119,0,1,0,554.77734
115468,.045146342,.072725415,.124,0,1,0,451.46341
115469,,,,3,0,0,
115470,,.22,,1,0,0,
115471,,.10832463,.11824894,0,0,0,
115472,,.34780905,.18201558,0,0,0,
115473,,0,,0,0,1,
115474,,.1012374,.078400001,0,0,0,
115475,.074069217,.12050052,.17172863,1,1,0,740.69214
115476,.071028359,.12,.051731817,3,0,0,
115477,,.19302052,.2735844,0,0,0,
115478,,.32724932,,0,0,0,
115479,,.2,.30899659,0,0,0,
115480,,.40000001,,0,0,0,
115481,,.50363404,.55942011,0,0,0,
115482,.087265849,.19302052,,1,1,0,872.65851
115483,,.085171029,.40633604,2,0,1,
115484,,,,0,0,0,
115485,.040088169,.075000003,.175,0,1,0,400.88168
115486,,.17,.2578204,0,0,0,
115487,,,,0,0,0,
115488,,.3925522,.91551489,0,0,0,
115489,,.31309456,.3181265,3,0,0,
115490,,.22403423,.23590979,0,0,0,
115491,,.40000001,.32508707,0,0,0,
115492,,.40000001,,0,0,0,
115493,,,.61177254,0,0,0,
115494,,.60900003,.67920971,2,0,0,
115495,,.23999999,,0,0,0,
115496,.086284868,.090000004,.109,0,1,0,862.84869
115497,,.40000001,.67832923,0,0,1,
115498,,0,.25270858,0,0,0,
115499,.062789425,.12,.28946075,0,1,0,627.89423
115500,,.88999999,,0,0,0,
115501,.041005224,.075000003,.00029774479,2,0,0,
115502,,.57999998,.27309999,0,0,1,
115503,,.25174525,,1,0,0,
115504,,.090358585,.2498,1,0,0,
115505,,.19,.30498385,2,0,0,
115506,,.075000003,.16806102,1,0,0,
115507,,.75855744,.6124813,0,0,1,
115508,,.40000001,.29001793,0,0,0,
115509,,.30000001,,0,0,0,
115510,,,.90710181,0,0,1,
115511,,.40000001,.2297,0,0,0,
115512,,.49800086,.2687,0,0,0,
115513,,.1073653,,0,0,0,
115514,,.098999999,.20389999,2,0,0,
115515,,,.43109971,0,0,0,
115516,.065672413,.23,.27891165,3,1,0,656.72412
115517,,.22403423,.22290315,0,0,0,
115518,,.366,.33751169,0,0,0,
115519,,.437911,.48809999,0,0,1,
